name,code_name,overridenametextid,nameprefixid,overridepartnerskilltextid,tribe,bpclass,pictorial_id,zukanindexsuffix,size,rarity,element_1,element_2,genuscategory,hp,melee_attack,remote_attack,defense,support,craftspeed,capture_probability,experience_multiplier,price,airresponse,aisightresponse,slow_walking_speed,walking_speed,running_speed,riding_sprint_speed,handling_speed,isboss,istowerboss,battlebgm,ignoreleanback,ignoreblowaway,maxfullstomach,fullstomachdecreaserate,foodamount,viewingdistance,viewingangle,hearingrate,noosetrap,nocturnal,biologicalgrade,predator,edible,endurance,male_probability,fecundity,breathing_fire,watering,planting,generate_electricity,manual,collection,logging,mining,pharmaceutical,cool_down,carry,pasture,passive_skill_1,passive_skill_2,passive_skill_3,passive_skill_4
Baphomet_Dark,BOSS_Baphomet_Dark,PAL_NAME_Baphomet_Dark,BOSS_NAME_Baphomet_Dark,PARTNERSKILL_Baphomet_Dark,EPalTribeID::Baphomet_Dark,BOSS_Baphomet_Dark,-1,no,XL,5,Dark,None,EPalGenusCategoryType::Humanoid,95,150,105,85,100,100,70%,10,4870,Boss,None,80,160,700,960,320,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,580,0,0,0,0,2,0,0,1,0,0,2,0,None,None,None,None
ElecPanda,BOSS_ElecPanda,PAL_NAME_ElecPanda,BOSS_NAME_ElecPanda,PARTNERSKILL_ElecPanda,EPalTribeID::ElecPanda,BOSS_ElecPanda,-1,no,XL,8,Electricity,None,EPalGenusCategoryType::Humanoid,105,120,100,100,100,100,70%,10,7720,Boss,None,80,140,470,650,210,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,200,0,0,0,3,2,0,2,0,0,0,3,0,None,None,None,None
Werewolf,BOSS_Werewolf,PAL_NAME_Werewolf,BOSS_NAME_Werewolf,PARTNERSKILL_Werewolf,EPalTribeID::Werewolf,BOSS_Werewolf,-1,no,XL,3,Dark,None,EPalGenusCategoryType::Humanoid,80,130,100,80,100,100,70%,10,2400,Boss,None,100,150,600,800,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,950,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None
LizardMan,BOSS_LizardMan,PAL_NAME_LizardMan,BOSS_NAME_LizardMan,PARTNERSKILL_LizardMan,EPalTribeID::LizardMan,BOSS_LizardMan,-1,no,XL,2,Dark,None,EPalGenusCategoryType::Humanoid,80,90,80,50,100,100,70%,10,1720,Boss,None,100,140,600,800,270,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,1120,0,0,0,0,1,1,0,0,0,0,1,0,None,None,None,None
Suzaku,BOSS_Suzaku,PAL_NAME_Suzaku,BOSS_NAME_Suzaku,PARTNERSKILL_Suzaku,EPalTribeID::Suzaku,BOSS_Suzaku,-1,no,XL,8,Fire,None,EPalGenusCategoryType::Bird,120,100,105,105,100,100,70%,10,9840,Boss,None,100,200,850,1200,450,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,350,50,50,3,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
SheepBall,BOSS_SheepBall,PAL_NAME_SheepBall,BOSS_NAME_SheepBall,PARTNERSKILL_SheepBall,EPalTribeID::SheepBall,BOSS_SheepBall,-1,no,M,1,Normal,None,EPalGenusCategoryType::Humanoid,70,70,70,70,100,100,105%,10,1000,NotInterested,None,23,40,400,550,160,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1470,0,0,0,0,1,0,0,0,0,0,1,1,None,None,None,None
SweetsSheep,BOSS_SweetsSheep,PAL_NAME_SweetsSheep,BOSS_NAME_SweetsSheep,PARTNERSKILL_SweetsSheep,EPalTribeID::SweetsSheep,BOSS_SweetsSheep,-1,no,XL,3,Normal,None,EPalGenusCategoryType::FourLegged,70,70,70,90,100,100,70%,10,1450,NotInterested,None,50,100,300,400,200,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1190,0,0,0,0,0,0,0,0,0,0,0,1,None,None,None,None
GrassMammoth,BOSS_GrassMammoth,PAL_NAME_GrassMammoth,BOSS_NAME_GrassMammoth,PARTNERSKILL_GrassMammoth,EPalTribeID::GrassMammoth,BOSS_GrassMammoth,-1,no,XL,8,Leaf,None,EPalGenusCategoryType::FourLegged,150,100,85,90,30,100,70%,10,9450,NotInterested,None,100,135,430,700,282,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,300,0,0,2,0,0,0,2,2,0,0,0,0,None,None,None,None
MopBaby,BOSS_MopBaby,PAL_NAME_MopBaby,BOSS_NAME_MopBaby,PARTNERSKILL_MopBaby,EPalTribeID::MopBaby,BOSS_MopBaby,-1,no,S,1,Ice,None,EPalGenusCategoryType::Other,60,100,60,60,100,100,77%,10,1110,NotInterested,None,55,100,250,400,175,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1300,0,0,0,0,0,1,0,0,0,1,0,0,None,None,None,None
MopKing,BOSS_MopKing,PAL_NAME_MopKing,BOSS_NAME_MopKing,PARTNERSKILL_MopKing,EPalTribeID::MopKing,BOSS_MopKing,-1,no,XL,6,Ice,None,EPalGenusCategoryType::Other,100,100,90,90,100,100,70%,10,6000,NotInterested,None,60,120,300,600,210,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,410,0,0,0,0,0,2,0,0,0,2,0,0,None,None,None,None
FairyDragon_Water,BOSS_FairyDragon_Water,PAL_NAME_FairyDragon_Water,BOSS_NAME_FairyDragon_Water,PARTNERSKILL_FairyDragon_Water,EPalTribeID::FairyDragon_Water,BOSS_FairyDragon_Water,-1,no,XL,8,Dragon,Water,EPalGenusCategoryType::Humanoid,115,80,80,95,100,100,70%,10,5320,Boss,None,83,83,630,900,456,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,130,50,530,0,3,0,0,0,0,2,0,0,0,0,0,None,None,None,None
FlowerRabbit,BOSS_FlowerRabbit,PAL_NAME_FlowerRabbit,BOSS_NAME_FlowerRabbit,PARTNERSKILL_FlowerRabbit,EPalTribeID::FlowerRabbit,BOSS_FlowerRabbit,-1,no,M,1,Leaf,None,EPalGenusCategoryType::Humanoid,75,100,65,70,100,100,70%,10,1220,NotInterested,None,100,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1280,0,0,1,0,1,1,0,0,1,0,1,0,None,None,None,None
ThunderDragonMan,BOSS_ThunderDragonMan,PAL_NAME_ThunderDragonMan,BOSS_NAME_ThunderDragonMan,PARTNERSKILL_ThunderDragonMan,EPalTribeID::ThunderDragonMan,BOSS_ThunderDragonMan,-1,no,XL,9,Dragon,Electricity,EPalGenusCategoryType::Humanoid,100,100,130,100,100,100,70%,10,8320,Boss,None,100,185,900,1200,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,140,0,0,0,4,2,0,0,0,0,0,3,0,ElementBoost_Thunder_2_PAL,None,None,None
LazyDragon_Electric,BOSS_LazyDragon_Electric,PAL_NAME_LazyDragon_Electric,BOSS_NAME_LazyDragon_Electric,PARTNERSKILL_LazyDragon_Electric,EPalTribeID::LazyDragon_Electric,BOSS_LazyDragon_Electric,-1,no,XL,9,Dragon,Electricity,EPalGenusCategoryType::Monster,110,110,110,75,100,100,70%,10,10380,Boss,None,40,60,650,900,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,270,0,0,0,3,0,0,0,0,0,0,1,0,None,None,None,None
Serpent_Ground,BOSS_Serpent_Ground,PAL_NAME_Serpent_Ground,BOSS_NAME_Serpent_Ground,PARTNERSKILL_Serpent_Ground,EPalTribeID::Serpent_Ground,BOSS_Serpent_Ground,-1,no,XL,5,Earth,None,EPalGenusCategoryType::Fish,90,70,90,100,100,100,70%,10,5140,NotInterested,None,100,200,500,750,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,550,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None
BlackCentaur,BOSS_BlackCentaur,PAL_NAME_BlackCentaur,BOSS_NAME_BlackCentaur,PARTNERSKILL_BlackCentaur,EPalTribeID::BlackCentaur,BOSS_BlackCentaur,-1,no,XL,20,Dark,None,EPalGenusCategoryType::FourLegged,260,100,145,120,100,100,70%,10,8930,Boss,None,100,350,900,1600,625,TRUE,FALSE,EPalBattleBGMType::Legend,FALSE,FALSE,600,1,9,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,70,0,0,0,0,0,0,2,2,0,0,0,0,Legend,ElementBoost_Dark_2_PAL,None,None
Suzaku_Water,BOSS_Suzaku_Water,PAL_NAME_Suzaku_Water,BOSS_NAME_Suzaku_Water,PARTNERSKILL_Suzaku_Water,EPalTribeID::Suzaku_Water,BOSS_Suzaku_Water,-1,no,XL,9,Water,None,EPalGenusCategoryType::Bird,125,100,105,105,100,100,70%,10,10110,Boss,None,100,200,850,1200,450,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,350,50,30,0,3,0,0,0,0,0,0,0,0,0,0,None,None,None,None
Serpent,BOSS_Serpent,PAL_NAME_Serpent,BOSS_NAME_Serpent,PARTNERSKILL_Serpent,EPalTribeID::Serpent,BOSS_Serpent,-1,no,XL,4,Water,None,EPalGenusCategoryType::Fish,90,70,90,80,100,100,70%,10,5050,NotInterested,None,100,200,500,750,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,560,0,2,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BerryGoat,BOSS_BerryGoat,PAL_NAME_BerryGoat,BOSS_NAME_BerryGoat,PARTNERSKILL_BerryGoat,EPalTribeID::BerryGoat,BOSS_BerryGoat,-1,no,M,3,Leaf,None,EPalGenusCategoryType::FourLegged,100,70,70,90,120,100,70%,10,2510,NotInterested,None,70,70,400,550,235,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,930,0,0,2,0,0,0,0,0,0,0,0,1,None,None,None,None
Kitsunebi,BOSS_Kitsunebi,PAL_NAME_Kitsunebi,BOSS_NAME_Kitsunebi,PARTNERSKILL_Kitsunebi,EPalTribeID::Kitsunebi,BOSS_Kitsunebi,-1,no,S,1,Fire,None,EPalGenusCategoryType::FourLegged,65,70,75,70,100,100,77%,10,2560,NotInterested,None,40,80,400,550,240,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1400,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
FireKirin,BOSS_FireKirin,PAL_NAME_FireKirin,BOSS_NAME_FireKirin,PARTNERSKILL_FireKirin,EPalTribeID::FireKirin,BOSS_FireKirin,-1,no,XL,6,Fire,None,EPalGenusCategoryType::FourLegged,100,110,95,90,100,100,70%,10,6720,Boss,None,100,150,850,1400,500,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,360,2,0,0,0,0,0,1,0,0,0,0,0,None,None,None,None
Baphomet,BOSS_Baphomet,PAL_NAME_Baphomet,BOSS_NAME_Baphomet,PARTNERSKILL_Baphomet,EPalTribeID::Baphomet,BOSS_Baphomet,-1,no,XL,4,Fire,Dark,EPalGenusCategoryType::Humanoid,95,150,100,85,100,100,70%,10,4780,Boss,None,80,160,700,960,320,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,590,1,0,0,0,2,0,0,1,0,0,2,0,None,None,None,None
FlameBuffalo,BOSS_FlameBuffalo,PAL_NAME_FlameBuffalo,BOSS_NAME_FlameBuffalo,PARTNERSKILL_FlameBuffalo,EPalTribeID::FlameBuffalo,BOSS_FlameBuffalo,-1,no,XL,4,Fire,None,EPalGenusCategoryType::FourLegged,85,100,95,95,100,100,70%,10,3520,Boss,None,87,87,600,900,343,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,790,2,0,0,0,0,0,1,0,0,0,0,0,None,None,None,None
LizardMan_Fire,BOSS_LizardMan_Fire,PAL_NAME_LizardMan_Fire,BOSS_NAME_LizardMan_Fire,PARTNERSKILL_LizardMan_Fire,EPalTribeID::LizardMan_Fire,BOSS_LizardMan_Fire,-1,no,XL,3,Fire,None,EPalGenusCategoryType::Humanoid,80,90,80,50,100,100,70%,10,1640,Boss,None,100,140,400,550,270,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1140,1,0,0,0,1,1,0,0,0,0,1,0,None,None,None,None
BirdDragon,BOSS_BirdDragon,PAL_NAME_BirdDragon,BOSS_NAME_BirdDragon,PARTNERSKILL_BirdDragon,EPalTribeID::BirdDragon,BOSS_BirdDragon,-1,no,XL,4,Fire,Dark,EPalGenusCategoryType::Bird,90,100,115,90,100,100,70%,10,4360,Boss,None,100,350,700,950,475,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,TRUE,9,TRUE,TRUE,150,50,660,1,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None
FoxMage,BOSS_FoxMage,PAL_NAME_FoxMage,BOSS_NAME_FoxMage,PARTNERSKILL_FoxMage,EPalTribeID::FoxMage,BOSS_FoxMage,-1,no,XL,6,Fire,None,EPalGenusCategoryType::Humanoid,90,50,110,80,120,100,70%,10,1540,Boss,None,70,145,440,620,292,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1160,2,0,0,0,3,0,0,0,0,0,2,0,None,None,None,None
KingBahamut,BOSS_KingBahamut,PAL_NAME_KingBahamut,BOSS_NAME_KingBahamut,PARTNERSKILL_KingBahamut,EPalTribeID::KingBahamut,BOSS_KingBahamut,-1,no,XL,9,Fire,None,EPalGenusCategoryType::FourLegged,100,150,125,120,50,100,70%,10,10520,Boss,None,150,400,700,1000,500,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,600,1,9,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,10,3,0,0,0,0,0,0,4,0,0,0,0,ElementBoost_Fire_2_PAL,None,None,None
VolcanicMonster,BOSS_VolcanicMonster,PAL_NAME_VolcanicMonster,BOSS_NAME_VolcanicMonster,PARTNERSKILL_VolcanicMonster,EPalTribeID::VolcanicMonster,BOSS_VolcanicMonster,-1,no,XL,0,Fire,Earth,EPalGenusCategoryType::FourLegged,110,100,105,120,100,100,70%,10,6940,Boss,None,50,80,390,650,235,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,320,3,0,0,0,0,0,0,3,0,0,0,0,None,None,None,None
FlameBambi,BOSS_FlameBambi,PAL_NAME_FlameBambi,BOSS_NAME_FlameBambi,PARTNERSKILL_FlameBambi,EPalTribeID::FlameBambi,BOSS_FlameBambi,-1,no,S,2,Fire,None,EPalGenusCategoryType::FourLegged,75,100,70,75,100,100,77%,10,2950,NotInterested,None,70,100,400,550,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1155,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
Manticore,BOSS_Manticore,PAL_NAME_Manticore,BOSS_NAME_Manticore,PARTNERSKILL_Manticore,EPalTribeID::Manticore,BOSS_Manticore,-1,no,XL,7,Fire,None,EPalGenusCategoryType::FourLegged,105,100,110,80,100,100,70%,10,4040,Boss,None,90,180,750,1000,465,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,710,3,0,0,0,0,0,2,0,0,0,0,0,None,None,None,None
Manticore_Dark,BOSS_Manticore_Dark,PAL_NAME_Manticore_Dark,BOSS_NAME_Manticore_Dark,PARTNERSKILL_Manticore_Dark,EPalTribeID::Manticore_Dark,BOSS_Manticore_Dark,-1,no,XL,8,Fire,Dark,EPalGenusCategoryType::FourLegged,105,100,115,80,100,100,70%,10,4360,Boss,None,60,90,750,1000,420,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,670,3,0,0,0,0,0,2,0,0,0,0,0,None,None,None,None
Garm,BOSS_Garm,PAL_NAME_Garm,BOSS_NAME_Garm,PARTNERSKILL_Garm,EPalTribeID::Garm,BOSS_Garm,-1,no,M,2,Normal,None,EPalGenusCategoryType::FourLegged,80,110,90,75,100,100,70%,10,1920,Boss,None,90,180,800,1050,460,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,70,50,1060,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None
CuteFox,BOSS_CuteFox,PAL_NAME_CuteFox,BOSS_NAME_CuteFox,PARTNERSKILL_CuteFox,EPalTribeID::CuteFox,BOSS_CuteFox,-1,no,M,2,Normal,None,EPalGenusCategoryType::FourLegged,70,70,70,70,140,100,91%,10,1000,NotInterested,None,30,60,350,450,190,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1450,0,0,0,0,0,1,0,0,0,0,0,1,None,None,None,None
WeaselDragon,BOSS_WeaselDragon,PAL_NAME_WeaselDragon,BOSS_NAME_WeaselDragon,PARTNERSKILL_WeaselDragon,EPalTribeID::WeaselDragon,BOSS_WeaselDragon,-1,no,XL,4,Ice,Dragon,EPalGenusCategoryType::FourLegged,90,100,80,80,100,100,70%,10,3310,NotInterested,None,100,180,600,900,390,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,800,0,0,0,0,0,1,0,0,0,1,0,0,None,None,None,None
HawkBird,BOSS_HawkBird,PAL_NAME_HawkBird,BOSS_NAME_HawkBird,PARTNERSKILL_HawkBird,EPalTribeID::HawkBird,BOSS_HawkBird,-1,no,S,3,Normal,None,EPalGenusCategoryType::Bird,100,100,95,80,100,100,70%,10,6300,Boss,None,150,150,600,850,450,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,420,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
Yeti,BOSS_Yeti,PAL_NAME_Yeti,BOSS_NAME_Yeti,PARTNERSKILL_Yeti,EPalTribeID::Yeti,BOSS_Yeti,-1,no,XL,7,Ice,None,EPalGenusCategoryType::Humanoid,140,100,80,100,100,100,70%,10,5900,Boss,None,70,100,365,650,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,460,0,0,0,0,2,0,3,0,0,2,4,0,None,None,None,None
LilyQueen,BOSS_LilyQueen,PAL_NAME_LilyQueen,BOSS_NAME_LilyQueen,PARTNERSKILL_LilyQueen,EPalTribeID::LilyQueen,BOSS_LilyQueen,-1,no,XL,9,Leaf,None,EPalGenusCategoryType::Humanoid,110,100,110,105,100,100,70%,10,7160,Boss,None,60,100,450,550,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,30,250,0,0,4,0,3,2,0,0,3,0,0,0,ElementBoost_Leaf_2_PAL,None,None,None
NegativeKoala,BOSS_NegativeKoala,PAL_NAME_NegativeKoala,BOSS_NAME_NegativeKoala,PARTNERSKILL_NegativeKoala,EPalTribeID::NegativeKoala,BOSS_NegativeKoala,-1,no,M,1,Dark,None,EPalGenusCategoryType::Humanoid,70,70,70,70,100,100,70%,10,1050,Boss,None,10,10,300,400,100,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1380,0,0,0,0,1,0,0,1,0,0,1,0,None,None,None,None
DrillGame,BOSS_DrillGame,PAL_NAME_DrillGame,BOSS_NAME_DrillGame,PARTNERSKILL_DrillGame,EPalTribeID::DrillGame,BOSS_DrillGame,-1,no,XL,5,Earth,None,EPalGenusCategoryType::FourLegged,80,80,95,120,100,100,70%,10,2980,Boss,None,75,120,300,420,190,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,850,0,0,0,0,0,0,0,3,0,0,0,0,Deffence_up1,None,None,None
BlueDragon,BOSS_BlueDragon,PAL_NAME_BlueDragon,BOSS_NAME_BlueDragon,PARTNERSKILL_BlueDragon,EPalTribeID::BlueDragon,BOSS_BlueDragon,-1,no,XL,7,Water,Dragon,EPalGenusCategoryType::Fish,110,70,100,100,100,100,70%,10,5600,Boss,None,75,150,600,900,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,500,0,3,0,0,0,0,0,0,0,0,0,0,None,None,None,None
Deer_Ground,BOSS_Deer_Ground,PAL_NAME_Deer_Ground,BOSS_NAME_Deer_Ground,PARTNERSKILL_Deer_Ground,EPalTribeID::Deer_Ground,BOSS_Deer_Ground,-1,no,XL,6,Earth,None,EPalGenusCategoryType::FourLegged,95,70,80,80,100,100,70%,10,2680,Boss,None,80,120,700,1000,390,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,900,0,0,0,0,0,0,2,0,0,0,0,0,None,None,None,None
Mutant,BOSS_Mutant,PAL_NAME_Mutant,BOSS_NAME_Mutant,PARTNERSKILL_Mutant,EPalTribeID::Mutant,BOSS_Mutant,-1,no,XL,6,Normal,None,EPalGenusCategoryType::Humanoid,90,80,100,90,100,100,70%,10,1760,Boss,None,80,130,500,650,315,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1110,0,0,0,0,3,1,0,0,0,0,1,0,None,None,None,None
NaughtyCat,BOSS_NaughtyCat,PAL_NAME_NaughtyCat,BOSS_NAME_NaughtyCat,PARTNERSKILL_NaughtyCat,EPalTribeID::NaughtyCat,BOSS_NaughtyCat,-1,no,XL,6,Normal,None,EPalGenusCategoryType::FourLegged,110,100,80,80,100,100,70%,10,5510,NotInterested,None,32,64,600,900,332,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,510,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
WoolFox,BOSS_WoolFox,PAL_NAME_WoolFox,BOSS_NAME_WoolFox,PARTNERSKILL_WoolFox,EPalTribeID::WoolFox,BOSS_WoolFox,-1,no,M,1,Normal,None,EPalGenusCategoryType::FourLegged,70,100,70,75,100,100,91%,10,1420,NotInterested,None,20,40,300,450,170,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1455,0,0,0,0,0,1,0,0,0,0,0,1,None,None,None,None
FairyDragon,BOSS_FairyDragon,PAL_NAME_FairyDragon,BOSS_NAME_FairyDragon,PARTNERSKILL_FairyDragon,EPalTribeID::FairyDragon,BOSS_FairyDragon,-1,no,XL,7,Dragon,None,EPalGenusCategoryType::Humanoid,110,80,80,90,100,100,70%,10,5230,Boss,None,83,83,630,900,456,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,130,50,540,0,0,0,0,0,0,2,0,0,0,0,0,None,None,None,None
Deer,BOSS_Deer,PAL_NAME_Deer,BOSS_NAME_Deer,PARTNERSKILL_Deer,EPalTribeID::Deer,BOSS_Deer,-1,no,XL,4,Normal,None,EPalGenusCategoryType::FourLegged,95,70,80,80,100,100,70%,10,2620,Boss,None,80,120,700,1000,390,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,920,0,0,0,0,0,0,2,0,0,0,0,0,None,None,None,None
SharkKid_Fire,BOSS_SharkKid_Fire,PAL_NAME_SharkKid_Fire,BOSS_NAME_SharkKid_Fire,PARTNERSKILL_SharkKid_Fire,EPalTribeID::SharkKid_Fire,BOSS_SharkKid_Fire,-1,no,M,3,Fire,None,EPalGenusCategoryType::Humanoid,90,90,90,75,100,100,70%,10,1800,Boss,None,50,80,400,500,120,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1100,2,0,0,0,1,0,0,0,0,0,1,0,None,None,None,None
WhiteMoth,BOSS_WhiteMoth,PAL_NAME_WhiteMoth,BOSS_NAME_WhiteMoth,PARTNERSKILL_WhiteMoth,EPalTribeID::WhiteMoth,BOSS_WhiteMoth,-1,no,XL,7,Ice,None,EPalGenusCategoryType::Humanoid,110,90,90,100,90,100,70%,10,5900,Boss,None,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,450,0,0,0,0,0,0,0,0,2,2,0,1,None,None,None,None
